"","Species","TREE_ID","X","Y","Year","logF_current"
"38","Quercus chrysolepis","50055_2_93_6_3_323",41.519176,-123.00123,2017,1.68935607053619
"39","Quercus chrysolepis","50055_2_93_6_3_324",41.519176,-123.00123,2007,5.35535987635373
"40","Quercus chrysolepis","50055_2_93_6_3_324",41.519176,-123.00123,2017,1.73732007053619
"41","Quercus chrysolepis","50055_2_93_6_4_311",41.519176,-123.00123,2007,5.07716867635373
"42","Quercus chrysolepis","50055_2_93_6_4_311",41.519176,-123.00123,2017,1.53587127053619
"43","Quercus chrysolepis","50055_2_93_6_4_312",41.519176,-123.00123,2007,5.46088067635373
"44","Quercus chrysolepis","50055_2_93_6_4_312",41.519176,-123.00123,2017,1.89080487053619
"45","Quercus chrysolepis","50055_2_93_6_4_316",41.519176,-123.00123,2007,5.43210227635373
"46","Quercus chrysolepis","50055_2_93_6_4_316",41.519176,-123.00123,2017,1.82365527053619
"47","Quercus chrysolepis","50057_5_39_6_2_122",37.32544,-119.351903,2004,3.60337927376164
"48","Quercus chrysolepis","50057_5_39_6_2_122",37.32544,-119.351903,2014,5.7007336884254
"49","Quercus kelloggii","50057_5_39_6_2_123",37.32544,-119.351903,2004,2.10552581621944
"50","Quercus kelloggii","50057_5_39_6_2_123",37.32544,-119.351903,2014,2.77690219115095
"51","Quercus kelloggii","50057_5_39_6_2_124",37.32544,-119.351903,2004,1.85255681621944
"52","Quercus kelloggii","50057_5_39_6_2_124",37.32544,-119.351903,2014,2.46240019115095
"53","Quercus kelloggii","50057_5_39_6_2_125",37.32544,-119.351903,2004,3.45925181621944
"54","Quercus kelloggii","50057_5_39_6_2_125",37.32544,-119.351903,2014,4.00756219115095
"55","Quercus kelloggii","50057_5_39_6_3_145",37.32544,-119.351903,2004,2.29012481621944
"56","Quercus kelloggii","50057_5_39_6_3_145",37.32544,-119.351903,2014,2.91364219115095
"57","Quercus kelloggii","50057_5_39_6_3_147",37.32544,-119.351903,2004,2.18073281621944
"58","Quercus kelloggii","50057_5_39_6_3_147",37.32544,-119.351903,2014,2.77690219115095
"59","Quercus chrysolepis","50057_5_39_6_4_159",37.32544,-119.351903,2004,4.53388087376164
"60","Quercus chrysolepis","50057_5_39_6_4_159",37.32544,-119.351903,2014,6.6216424884254
"61","Quercus kelloggii","50126_2_105_6_2_133",40.800701,-123.335539,2007,1.9500529524781
"62","Quercus kelloggii","50126_2_105_6_2_133",40.800701,-123.335539,2017,1.56631451007185
"63","Quercus kelloggii","50126_2_105_6_2_135",40.800701,-123.335539,2007,1.8680089524781
"64","Quercus kelloggii","50126_2_105_6_2_135",40.800701,-123.335539,2017,1.47059651007185
"65","Quercus kelloggii","50126_2_105_6_2_136",40.800701,-123.335539,2007,1.8953569524781
"66","Quercus kelloggii","50126_2_105_6_2_136",40.800701,-123.335539,2017,1.39538951007185
"67","Quercus kelloggii","50126_2_105_6_2_137",40.800701,-123.335539,2007,1.7312689524781
"68","Quercus kelloggii","50126_2_105_6_2_137",40.800701,-123.335539,2017,1.25181251007185
"69","Quercus kelloggii","50126_2_105_6_2_138",40.800701,-123.335539,2007,1.9774009524781
"70","Quercus kelloggii","50126_2_105_6_2_138",40.800701,-123.335539,2017,1.53896651007185
"71","Quercus kelloggii","50126_2_105_6_2_139",40.800701,-123.335539,2007,1.9774009524781
"72","Quercus kelloggii","50126_2_105_6_2_139",40.800701,-123.335539,2017,1.58682551007185
"73","Quercus kelloggii","50126_2_105_6_2_140",40.800701,-123.335539,2007,1.7791279524781
"74","Quercus kelloggii","50126_2_105_6_2_140",40.800701,-123.335539,2017,1.31334551007185
"75","Quercus kelloggii","50126_2_105_6_2_144",40.800701,-123.335539,2007,1.8680089524781
"76","Quercus kelloggii","50126_2_105_6_2_144",40.800701,-123.335539,2017,1.43641151007185
"77","Quercus kelloggii","50126_2_105_6_3_122",40.800701,-123.335539,2007,1.7928019524781
"78","Quercus kelloggii","50126_2_105_6_3_122",40.800701,-123.335539,2017,1.32701951007185
"79","Quercus kelloggii","50126_2_105_6_3_123",40.800701,-123.335539,2007,1.7449429524781
"80","Quercus kelloggii","50126_2_105_6_3_123",40.800701,-123.335539,2017,1.27916051007185
"81","Quercus chrysolepis","50126_2_105_6_3_128",40.800701,-123.335539,2007,4.95613699508753
"82","Quercus chrysolepis","50126_2_105_6_3_128",40.800701,-123.335539,2017,1.41588937460469
"83","Quercus chrysolepis","50126_2_105_6_3_129",40.800701,-123.335539,2007,4.50527539508753
"84","Quercus chrysolepis","50126_2_105_6_3_129",40.800701,-123.335539,2017,1.03217737460469
"85","Quercus chrysolepis","50126_2_105_6_4_115",40.800701,-123.335539,2007,4.86020899508753
"86","Quercus chrysolepis","50126_2_105_6_4_115",40.800701,-123.335539,2017,1.36792537460469
"87","Quercus chrysolepis","50126_2_105_6_4_116",40.800701,-123.335539,2007,4.96572979508753
"88","Quercus chrysolepis","50126_2_105_6_4_116",40.800701,-123.335539,2017,1.55978137460469
"89","Quercus kelloggii","50126_2_105_6_4_117",40.800701,-123.335539,2007,1.8611719524781
"90","Quercus kelloggii","50126_2_105_6_4_117",40.800701,-123.335539,2017,1.45008551007185
"91","Quercus kelloggii","50126_2_105_6_4_118",40.800701,-123.335539,2007,3.3242899524781
"92","Quercus kelloggii","50126_2_105_6_4_118",40.800701,-123.335539,2017,2.89269251007185
"93","Quercus chrysolepis","50127_2_105_6_1_1",40.083403,-123.299836,2010,3.55350376968625
"94","Quercus chrysolepis","50127_2_105_6_1_1",40.083403,-123.299836,2020,4.18680581480116
"95","Quercus chrysolepis","50127_2_105_6_1_10",40.083403,-123.299836,2010,3.75495256968625
"96","Quercus chrysolepis","50127_2_105_6_1_10",40.083403,-123.299836,2020,4.36906901480116
"97","Quercus chrysolepis","50127_2_105_6_1_6",40.083403,-123.299836,2010,3.95640136968625
"98","Quercus chrysolepis","50127_2_105_6_1_6",40.083403,-123.299836,2020,4.56092501480116
"99","Quercus chrysolepis","50127_2_105_6_1_9",40.083403,-123.299836,2010,3.87006616968625
"100","Quercus chrysolepis","50127_2_105_6_1_9",40.083403,-123.299836,2020,4.52255381480116
"101","Quercus chrysolepis","50127_2_105_6_2_7",40.083403,-123.299836,2010,3.87965896968625
"102","Quercus chrysolepis","50127_2_105_6_2_7",40.083403,-123.299836,2020,4.34988341480116
"103","Quercus kelloggii","50127_2_105_6_3_16",40.083403,-123.299836,2010,3.12060963620003
"104","Quercus kelloggii","50127_2_105_6_3_16",40.083403,-123.299836,2020,4.04486137395618
"105","Quercus chrysolepis","50127_2_105_6_3_17",40.083403,-123.299836,2010,3.93721576968625
"106","Quercus chrysolepis","50127_2_105_6_3_17",40.083403,-123.299836,2020,4.83911621480116
"107","Quercus chrysolepis","50127_2_105_6_3_3",40.083403,-123.299836,2010,3.55350376968625
"108","Quercus chrysolepis","50127_2_105_6_3_3",40.083403,-123.299836,2020,4.16762021480116
"109","Quercus kelloggii","50189_2_105_6_3_150",40.954744,-122.752587,2002,2.32100244469886
"110","Quercus kelloggii","50189_2_105_6_3_150",40.954744,-122.752587,2012,1.76760958511701
"111","Quercus chrysolepis","50191_5_29_6_3_108",34.822273,-119.214947,2008,4.32343795311057
"112","Quercus chrysolepis","50191_5_29_6_3_108",34.822273,-119.214947,2018,3.05467534477654
"113","Quercus chrysolepis","50191_5_29_6_3_109",34.822273,-119.214947,2008,4.28506675311057
"114","Quercus chrysolepis","50191_5_29_6_3_109",34.822273,-119.214947,2018,3.00671134477654
"115","Quercus chrysolepis","50191_5_29_6_3_110",34.822273,-119.214947,2008,4.36180915311057
"116","Quercus chrysolepis","50191_5_29_6_3_110",34.822273,-119.214947,2018,3.08345374477654
"117","Quercus chrysolepis","50191_5_29_6_3_111",34.822273,-119.214947,2008,4.37140195311057
"118","Quercus chrysolepis","50191_5_29_6_3_111",34.822273,-119.214947,2018,3.09304654477654
"119","Quercus chrysolepis","50191_5_29_6_3_112",34.822273,-119.214947,2008,4.47692275311057
"120","Quercus chrysolepis","50191_5_29_6_3_112",34.822273,-119.214947,2018,3.22734574477654
"121","Quercus chrysolepis","50191_5_29_6_3_114",34.822273,-119.214947,2008,4.54407235311057
"122","Quercus chrysolepis","50191_5_29_6_3_114",34.822273,-119.214947,2018,3.27530974477654
"123","Quercus chrysolepis","50191_5_29_6_3_115",34.822273,-119.214947,2008,4.28506675311057
"124","Quercus chrysolepis","50191_5_29_6_3_115",34.822273,-119.214947,2018,3.01630414477654
"125","Quercus chrysolepis","50191_5_29_6_3_118",34.822273,-119.214947,2008,4.44814435311057
"126","Quercus chrysolepis","50191_5_29_6_3_118",34.822273,-119.214947,2018,3.16978894477654
"127","Quercus chrysolepis","50191_5_29_6_3_119",34.822273,-119.214947,2008,4.29465955311057
"128","Quercus chrysolepis","50191_5_29_6_3_119",34.822273,-119.214947,2018,2.99711854477654
"129","Quercus chrysolepis","50191_5_29_6_3_121",34.822273,-119.214947,2008,4.61122195311057
"130","Quercus chrysolepis","50191_5_29_6_3_121",34.822273,-119.214947,2018,3.35205214477654
"131","Quercus chrysolepis","50191_5_29_6_4_125",34.822273,-119.214947,2008,4.30425235311057
"132","Quercus chrysolepis","50191_5_29_6_4_125",34.822273,-119.214947,2018,3.37123774477654
"133","Quercus chrysolepis","50191_5_29_6_4_126",34.822273,-119.214947,2008,4.46732995311057
"134","Quercus chrysolepis","50191_5_29_6_4_126",34.822273,-119.214947,2018,3.42879454477654
"135","Quercus chrysolepis","50210_2_105_6_2_163",40.514123,-123.532271,2005,5.1082534546886
"136","Quercus chrysolepis","50210_2_105_6_2_163",40.514123,-123.532271,2015,3.914194657361
"137","Quercus chrysolepis","50210_2_105_6_2_166",40.514123,-123.532271,2005,4.6957630546886
"138","Quercus chrysolepis","50210_2_105_6_2_166",40.514123,-123.532271,2015,3.549668257361
"139","Quercus chrysolepis","50210_2_105_6_2_171",40.514123,-123.532271,2005,4.6286134546886
"140","Quercus chrysolepis","50210_2_105_6_2_171",40.514123,-123.532271,2015,3.472925857361
"141","Quercus chrysolepis","50210_2_105_6_2_174",40.514123,-123.532271,2005,4.8108766546886
"142","Quercus chrysolepis","50210_2_105_6_2_174",40.514123,-123.532271,2015,3.693560257361
"143","Quercus chrysolepis","50210_2_105_6_2_175",40.514123,-123.532271,2005,5.4344086546886
"144","Quercus chrysolepis","50210_2_105_6_2_175",40.514123,-123.532271,2015,4.317092257361
"145","Quercus chrysolepis","50210_2_105_6_2_186",40.514123,-123.532271,2005,5.2521454546886
"146","Quercus chrysolepis","50210_2_105_6_2_186",40.514123,-123.532271,2015,4.106050657361
"147","Quercus chrysolepis","50210_2_105_6_2_188",40.514123,-123.532271,2005,4.9931398546886
"148","Quercus chrysolepis","50210_2_105_6_2_188",40.514123,-123.532271,2015,3.837452257361
"149","Quercus chrysolepis","50210_2_105_6_2_189",40.514123,-123.532271,2005,4.8300622546886
"150","Quercus chrysolepis","50210_2_105_6_2_189",40.514123,-123.532271,2015,3.683967457361
"151","Quercus kelloggii","50218_3_63_6_2_112",40.109221,-121.208026,2002,2.8780515281539
"152","Quercus kelloggii","50218_3_63_6_2_112",40.109221,-121.208026,2012,2.56635809698651
"153","Quercus kelloggii","50218_3_63_6_2_113",40.109221,-121.208026,2002,2.2627215281539
"154","Quercus kelloggii","50218_3_63_6_2_113",40.109221,-121.208026,2012,1.88949509698651
"155","Quercus kelloggii","50218_3_63_6_4_116",40.109221,-121.208026,2002,2.3857875281539
"156","Quercus kelloggii","50218_3_63_6_4_116",40.109221,-121.208026,2012,2.01256109698651
"157","Quercus kelloggii","50218_3_63_6_4_117",40.109221,-121.208026,2002,2.1943515281539
"158","Quercus kelloggii","50218_3_63_6_4_117",40.109221,-121.208026,2012,1.93051709698651
"159","Quercus kelloggii","50218_3_63_6_4_119",40.109221,-121.208026,2002,2.5088535281539
"160","Quercus kelloggii","50218_3_63_6_4_119",40.109221,-121.208026,2012,2.15613809698651
"161","Quercus kelloggii","50218_3_63_6_4_120",40.109221,-121.208026,2002,2.4199725281539
"162","Quercus kelloggii","50218_3_63_6_4_120",40.109221,-121.208026,2012,2.03307209698651
"163","Quercus kelloggii","50218_3_63_6_4_121",40.109221,-121.208026,2002,2.5498755281539
"164","Quercus kelloggii","50218_3_63_6_4_121",40.109221,-121.208026,2012,2.16297509698651
"165","Quercus chrysolepis","50235_4_69_6_1_102",36.708782,-121.475447,2001,6.65328941920757
"166","Quercus chrysolepis","50235_4_69_6_1_102",36.708782,-121.475447,2011,3.49019336855977
"167","Quercus chrysolepis","50235_4_69_6_1_102",36.708782,-121.475447,2021,2.63470614553943
"168","Quercus chrysolepis","50235_4_69_6_1_103",36.708782,-121.475447,2001,6.46143341920757
"169","Quercus chrysolepis","50235_4_69_6_1_103",36.708782,-121.475447,2011,3.29833736855977
"170","Quercus chrysolepis","50235_4_69_6_1_103",36.708782,-121.475447,2021,2.44285014553943
"171","Quercus chrysolepis","50235_4_69_6_1_104",36.708782,-121.475447,2001,6.44224781920757
"172","Quercus chrysolepis","50235_4_69_6_1_104",36.708782,-121.475447,2011,3.28874456855977
"173","Quercus chrysolepis","50235_4_69_6_1_104",36.708782,-121.475447,2021,2.42366454553943
"174","Quercus chrysolepis","50235_4_69_6_1_105",36.708782,-121.475447,2001,6.62451101920757
"175","Quercus chrysolepis","50235_4_69_6_1_105",36.708782,-121.475447,2011,3.49019336855977
"176","Quercus chrysolepis","50235_4_69_6_1_105",36.708782,-121.475447,2021,2.64429894553943
"177","Quercus chrysolepis","50235_4_69_6_1_106",36.708782,-121.475447,2001,6.71084621920757
"178","Quercus chrysolepis","50235_4_69_6_1_106",36.708782,-121.475447,2011,3.54775016855977
"179","Quercus chrysolepis","50235_4_69_6_1_106",36.708782,-121.475447,2021,2.67307734553943
"180","Quercus chrysolepis","50235_4_69_6_1_107",36.708782,-121.475447,2001,6.54776861920757
"181","Quercus chrysolepis","50235_4_69_6_1_107",36.708782,-121.475447,2011,3.37507976855977
"182","Quercus chrysolepis","50235_4_69_6_1_107",36.708782,-121.475447,2021,2.47162854553943
"183","Quercus chrysolepis","50235_4_69_6_1_108",36.708782,-121.475447,2001,8.06343101920757
"184","Quercus chrysolepis","50235_4_69_6_1_108",36.708782,-121.475447,2011,4.90033496855976
"185","Quercus chrysolepis","50235_4_69_6_1_108",36.708782,-121.475447,2021,4.07362614553943
"186","Quercus chrysolepis","50235_4_69_6_2_113",36.708782,-121.475447,2001,8.28406541920757
"187","Quercus chrysolepis","50235_4_69_6_2_113",36.708782,-121.475447,2011,5.41834616855976
"188","Quercus chrysolepis","50235_4_69_6_2_113",36.708782,-121.475447,2021,4.59163734553943
"189","Quercus chrysolepis","50235_4_69_6_2_146",36.708782,-121.475447,2001,8.49510701920757
"190","Quercus chrysolepis","50235_4_69_6_2_146",36.708782,-121.475447,2011,5.49508856855976
"191","Quercus chrysolepis","50235_4_69_6_2_146",36.708782,-121.475447,2021,4.65878694553943
"192","Quercus chrysolepis","50235_4_69_6_2_152",36.708782,-121.475447,2001,7.63175501920757
"193","Quercus chrysolepis","50235_4_69_6_2_152",36.708782,-121.475447,2011,4.53580856855976
"194","Quercus chrysolepis","50235_4_69_6_2_152",36.708782,-121.475447,2021,3.69950694553943
"195","Quercus chrysolepis","50235_4_69_6_2_153",36.708782,-121.475447,2001,8.02505981920757
"196","Quercus chrysolepis","50235_4_69_6_2_153",36.708782,-121.475447,2011,4.97707736855976
"197","Quercus chrysolepis","50235_4_69_6_2_153",36.708782,-121.475447,2021,4.19833254553943
"198","Quercus chrysolepis","50235_4_69_6_3_114",36.708782,-121.475447,2001,5.96260781920757
"199","Quercus chrysolepis","50235_4_69_6_3_114",36.708782,-121.475447,2011,2.83788296855977
"200","Quercus chrysolepis","50235_4_69_6_3_114",36.708782,-121.475447,2021,2.02076694553943
"201","Quercus chrysolepis","50235_4_69_6_3_115",36.708782,-121.475447,2001,5.95301501920757
"202","Quercus chrysolepis","50235_4_69_6_3_115",36.708782,-121.475447,2011,2.84747576855977
"203","Quercus chrysolepis","50235_4_69_6_3_115",36.708782,-121.475447,2021,2.01117414553943
"204","Quercus chrysolepis","50235_4_69_6_4_133",36.708782,-121.475447,2001,6.20242781920757
"205","Quercus chrysolepis","50235_4_69_6_4_133",36.708782,-121.475447,2011,3.03933176855977
"206","Quercus chrysolepis","50235_4_69_6_4_133",36.708782,-121.475447,2021,2.17425174553943
"207","Quercus chrysolepis","50235_4_69_6_4_134",36.708782,-121.475447,2001,6.02975741920757
"208","Quercus chrysolepis","50235_4_69_6_4_134",36.708782,-121.475447,2011,2.86666136855977
"209","Quercus chrysolepis","50235_4_69_6_4_134",36.708782,-121.475447,2021,1.99198854553943
"210","Quercus chrysolepis","50235_4_69_6_4_135",36.708782,-121.475447,2001,6.30794861920757
"211","Quercus chrysolepis","50235_4_69_6_4_135",36.708782,-121.475447,2011,3.14485256855977
"212","Quercus chrysolepis","50235_4_69_6_4_135",36.708782,-121.475447,2021,2.28936534553943
"213","Quercus chrysolepis","50235_4_69_6_4_136",36.708782,-121.475447,2001,6.43265501920757
"214","Quercus chrysolepis","50235_4_69_6_4_136",36.708782,-121.475447,2011,3.27915176855977
"215","Quercus chrysolepis","50235_4_69_6_4_136",36.708782,-121.475447,2021,2.21262294553943
"216","Quercus chrysolepis","50235_4_69_6_4_137",36.708782,-121.475447,2001,6.61491821920757
"217","Quercus chrysolepis","50235_4_69_6_4_137",36.708782,-121.475447,2011,3.48060056855976
"218","Quercus chrysolepis","50235_4_69_6_4_137",36.708782,-121.475447,2021,2.53877814553943
"219","Quercus chrysolepis","50235_4_69_6_4_138",36.708782,-121.475447,2001,6.00097901920757
"220","Quercus chrysolepis","50235_4_69_6_4_138",36.708782,-121.475447,2011,2.78032616855977
"221","Quercus chrysolepis","50235_4_69_6_4_138",36.708782,-121.475447,2021,NA
"222","Quercus chrysolepis","50235_4_69_6_4_139",36.708782,-121.475447,2001,6.61491821920757
"223","Quercus chrysolepis","50235_4_69_6_4_139",36.708782,-121.475447,2011,3.62449256855977
"224","Quercus chrysolepis","50235_4_69_6_4_139",36.708782,-121.475447,2021,2.60592774553943
"225","Quercus chrysolepis","50235_4_69_6_4_140",36.708782,-121.475447,2001,7.04659421920757
"226","Quercus chrysolepis","50235_4_69_6_4_140",36.708782,-121.475447,2011,3.89309096855977
"227","Quercus chrysolepis","50235_4_69_6_4_140",36.708782,-121.475447,2021,3.01841814553943
"228","Quercus chrysolepis","50235_4_69_6_4_143",36.708782,-121.475447,2001,7.79483261920757
"229","Quercus chrysolepis","50235_4_69_6_4_143",36.708782,-121.475447,2011,4.67010776855976
"230","Quercus chrysolepis","50235_4_69_6_4_143",36.708782,-121.475447,2021,3.86258454553943
"231","Quercus kelloggii","50236_2_93_6_1_301",41.969649,-122.619454,2006,2.81400393745914
"232","Quercus kelloggii","50236_2_93_6_1_301",41.969649,-122.619454,2016,2.16696649278719
"233","Quercus kelloggii","50236_2_93_6_1_302",41.969649,-122.619454,2006,2.36276193745914
"234","Quercus kelloggii","50236_2_93_6_1_302",41.969649,-122.619454,2016,1.64051749278719
"235","Quercus kelloggii","50236_2_93_6_1_303",41.969649,-122.619454,2006,2.59521993745914
"236","Quercus kelloggii","50236_2_93_6_1_303",41.969649,-122.619454,2016,1.94134549278719
"237","Quercus kelloggii","50236_2_93_6_1_304",41.969649,-122.619454,2006,2.34908793745914
"238","Quercus kelloggii","50236_2_93_6_1_304",41.969649,-122.619454,2016,1.66786549278719
"239","Quercus kelloggii","50236_2_93_6_1_306",41.969649,-122.619454,2006,2.50633893745914
"240","Quercus kelloggii","50236_2_93_6_1_306",41.969649,-122.619454,2016,1.85930149278719
"241","Quercus kelloggii","50236_2_93_6_2_309",41.969649,-122.619454,2006,2.51317593745914
"242","Quercus kelloggii","50236_2_93_6_2_309",41.969649,-122.619454,2016,1.87297549278719
"243","Quercus kelloggii","50236_2_93_6_2_310",41.969649,-122.619454,2006,2.36276193745914
"244","Quercus kelloggii","50236_2_93_6_2_310",41.969649,-122.619454,2016,1.71572449278719
"245","Quercus kelloggii","50236_2_93_6_2_311",41.969649,-122.619454,2006,2.47215393745914
"246","Quercus kelloggii","50236_2_93_6_2_311",41.969649,-122.619454,2016,1.83879049278719
"247","Quercus kelloggii","50236_2_93_6_2_312",41.969649,-122.619454,2006,2.22602193745914
"248","Quercus kelloggii","50236_2_93_6_2_312",41.969649,-122.619454,2016,1.58582149278719
"249","Quercus kelloggii","50236_2_93_6_2_313",41.969649,-122.619454,2006,2.30806593745914
"250","Quercus kelloggii","50236_2_93_6_2_313",41.969649,-122.619454,2016,1.66102849278719
"251","Quercus kelloggii","50236_2_93_6_2_314",41.969649,-122.619454,2006,2.39010993745914
"252","Quercus kelloggii","50236_2_93_6_2_314",41.969649,-122.619454,2016,1.72939849278719
"253","Quercus kelloggii","50236_2_93_6_2_315",41.969649,-122.619454,2006,2.29439193745914
"254","Quercus kelloggii","50236_2_93_6_2_315",41.969649,-122.619454,2016,1.66102849278719
"255","Quercus kelloggii","50236_2_93_6_2_316",41.969649,-122.619454,2006,2.17816293745914
"256","Quercus kelloggii","50236_2_93_6_2_316",41.969649,-122.619454,2016,1.55163649278719
"257","Quercus kelloggii","50236_2_93_6_2_317",41.969649,-122.619454,2006,2.21918493745914
"258","Quercus kelloggii","50236_2_93_6_2_317",41.969649,-122.619454,2016,1.56531049278719
"259","Quercus kelloggii","50236_2_93_6_3_325",41.969649,-122.619454,2006,2.29439193745914
"260","Quercus kelloggii","50236_2_93_6_3_325",41.969649,-122.619454,2016,1.65419149278719
"261","Quercus kelloggii","50236_2_93_6_3_326",41.969649,-122.619454,2006,2.26704393745914
"262","Quercus kelloggii","50236_2_93_6_3_326",41.969649,-122.619454,2016,1.62684349278719
"263","Quercus chrysolepis","50287_2_93_6_1_105",41.393998,-123.529155,2004,2.68351581735223
"264","Quercus chrysolepis","50287_2_93_6_1_105",41.393998,-123.529155,2014,5.74293238099026
"265","Quercus chrysolepis","50287_2_93_6_2_144",41.393998,-123.529155,2004,2.53003101735223
"266","Quercus chrysolepis","50287_2_93_6_2_144",41.393998,-123.529155,2014,5.57985478099026
"267","Quercus chrysolepis","50287_2_93_6_3_154",41.393998,-123.529155,2004,3.50849661735223
"268","Quercus chrysolepis","50287_2_93_6_3_154",41.393998,-123.529155,2014,6.61587718099026
"269","Quercus kelloggii","50404_3_61_6_4_151",39.106688,-120.791652,2007,1.98978374668384
"270","Quercus kelloggii","50404_3_61_6_4_151",39.106688,-120.791652,2017,1.57100961115178
"271","Quercus kelloggii","50543_3_115_6_1_102",39.477914,-121.113061,2002,4.22249443876502
"272","Quercus kelloggii","50543_3_115_6_1_102",39.477914,-121.113061,2012,3.4806091772965
"273","Quercus kelloggii","50543_3_115_6_4_132",39.477914,-121.113061,2002,3.57297943876503
"274","Quercus kelloggii","50543_3_115_6_4_132",39.477914,-121.113061,2012,3.0772261772965
"275","Quercus chrysolepis","50569_1_45_6_2_310",39.770057,-122.942514,2010,6.17190919819429
"276","Quercus chrysolepis","50569_1_45_6_2_310",39.770057,-122.942514,2020,6.44379312771554
"277","Quercus chrysolepis","50569_1_45_6_2_311",39.770057,-122.942514,2010,6.48847159819429
"278","Quercus chrysolepis","50569_1_45_6_2_311",39.770057,-122.942514,2020,6.67402032771554
"279","Quercus kelloggii","50569_1_45_6_4_335",39.770057,-122.942514,2010,1.99002099474184
"280","Quercus kelloggii","50569_1_45_6_4_335",39.770057,-122.942514,2020,2.85659752713268
"281","Quercus chrysolepis","50569_1_45_6_4_336",39.770057,-122.942514,2010,4.09986439819429
"282","Quercus chrysolepis","50569_1_45_6_4_336",39.770057,-122.942514,2020,4.33337712771554
"283","Quercus chrysolepis","50569_1_45_6_4_337",39.770057,-122.942514,2010,4.60828279819429
"284","Quercus chrysolepis","50569_1_45_6_4_337",39.770057,-122.942514,2020,4.86098112771554
"285","Quercus chrysolepis","50569_1_45_6_4_338",39.770057,-122.942514,2010,5.41407799819429
"286","Quercus chrysolepis","50569_1_45_6_4_338",39.770057,-122.942514,2020,5.80107552771554
